ART_00001-0,1
ART_00001-1,2
ART_00001-2,0
ART_00001-3,0
ART_00001-4,3
ART_00002-0,3
ART_00002-1,4
ART_00002-2,4
ART_00002-3,1
ART_00002-4,2
ART_00002-5,0
ART_00003-0,4
ART_00003-1,3
ART_00003-2,1
ART_00003-3,0
ART_00003-4,3
ART_00003-5,3
ART_00004-0,2
ART_00004-1,2
ART_00005-0,1
ART_00005-1,2
ART_00005-2,0
ART_00005-3,2
ART_00006-0,1
ART_00006-1,2
ART_00006-2,0
ART_00007-0,1
ART_00007-1,0
ART_00007-2,3
ART_00008-0,2
ART_00008-1,2
ART_00008-2,0
ART_00008-3,0
ART_00009-0,2
ART_00009-1,0
ART_00010-0,1
ART_00010-1,2
ART_00010-2,2
ART_00010-3,0
ART_00010-4,2
ART_00010-5,3
ART_00011-0,3
ART_00011-1,1
ART_00011-2,2
ART_00011-3,1
ART_00011-4,0
ART_00011-5,2
ART_00011-6,3
ART_00012-0,1
ART_00012-1,2
ART_00012-2,3
ART_00012-3,3
ART_00012-4,4
ART_00013-0,2
ART_00013-1,4
ART_00013-2,3
ART_00013-3,2
ART_00013-4,0
ART_00014-0,2
ART_00015-0,1
ART_00015-1,0
ART_00016-0,1
ART_00016-1,0
ART_00017-0,1
ART_00017-1,0
ART_00018-0,2
ART_00018-1,2
ART_00018-2,2
ART_00018-3,0
ART_00019-0,2
ART_00019-1,2
ART_00019-2,0
ART_00020-0,1
ART_00020-1,0
ART_00021-0,4
ART_00021-1,1
ART_00021-2,4
ART_00021-3,4
ART_00021-4,0
ART_00022-0,1
ART_00022-1,1
ART_00022-2,4
ART_00022-3,3
ART_00023-0,4
ART_00023-1,1
ART_00023-2,0
ART_00023-3,4
ART_00023-4,4
ART_00023-5,4
ART_00024-0,4
ART_00024-1,4
ART_00024-2,4
ART_00024-3,4
ART_00024-4,1
ART_00024-5,0
ART_00024-6,3
ART_00024-7,3
ART_00025-0,2
ART_00025-1,2
ART_00025-2,0
ART_00025-3,0
ART_00026-0,1
ART_00026-1,0
ART_00026-2,3
ART_00027-0,4
ART_00027-1,1
ART_00027-2,4
ART_00027-3,2
ART_00027-4,4
ART_00027-5,2
ART_00027-6,1
ART_00027-7,2
ART_00027-8,4
ART_00027-9,3
ART_00028-0,2
ART_00028-1,2
ART_00028-2,2
ART_00029-0,4
ART_00029-1,4
ART_00029-2,1
ART_00029-3,4
ART_00029-4,4
ART_00029-5,4
ART_00029-6,1
ART_00029-7,4
ART_00029-8,4
ART_00029-9,4
ART_00029-10,2
ART_00029-11,4
ART_00029-12,2
ART_00029-13,2
ART_00029-14,4
ART_00029-15,4
ART_00029-16,4
ART_00030-0,4
ART_00030-1,2
ART_00030-2,2
ART_00031-0,1
ART_00031-1,2
ART_00031-2,4
ART_00031-3,1
ART_00031-4,0
ART_00031-5,0
ART_00032-0,1
ART_00032-1,2
ART_00033-0,1
ART_00033-1,4
ART_00033-2,2
ART_00033-3,2
ART_00033-4,0
ART_00034-0,1
ART_00034-1,2
ART_00034-2,4
ART_00034-3,4
ART_00035-0,4
ART_00035-1,3
ART_00035-2,3
ART_00035-3,1
ART_00035-4,2
ART_00035-5,0
ART_00035-6,4
ART_00036-0,2
ART_00036-1,2
ART_00037-0,2
ART_00037-1,0
ART_00037-2,2
ART_00037-3,4
ART_00038-0,1
ART_00038-1,0
ART_00038-2,2
ART_00038-3,0
ART_00038-4,2
ART_00038-5,2
ART_00038-6,3
ART_00039-0,2
ART_00039-1,0
ART_00040-0,1
ART_00040-1,2
ART_00040-2,0
ART_00040-3,2
ART_00041-0,2
ART_00041-1,2
ART_00041-2,2
ART_00042-0,1
ART_00042-1,0
ART_00042-2,0
ART_00043-0,2
ART_00043-1,2
ART_00043-2,0
ART_00044-0,2
ART_00044-1,2
ART_00044-2,0
ART_00044-3,0
ART_00045-0,3
ART_00045-1,2
ART_00045-2,2
ART_00045-3,4
ART_00046-0,2
ART_00046-1,2
ART_00047-0,2
ART_00047-1,2
ART_00047-2,0
ART_00048-0,2
ART_00048-1,2
ART_00048-2,0
ART_00048-3,0
ART_00049-0,2
ART_00050-0,2
ART_00051-0,3
ART_00051-1,2
ART_00051-2,2
ART_00051-3,2
ART_00051-4,3
ART_00051-5,4
ART_00052-0,0
ART_00052-1,4
ART_00052-2,0
ART_00052-3,0
ART_00052-4,0
ART_00052-5,3
ART_00053-0,3
ART_00053-1,4
ART_00053-2,2
ART_00053-3,4
ART_00053-4,0
ART_00053-5,0
ART_00053-6,2
ART_00053-7,2
ART_00053-8,2
ART_00053-9,4
ART_00054-0,3
ART_00054-1,4
ART_00054-2,0
ART_00054-3,0
ART_00054-4,2
ART_00054-5,3
ART_00054-6,3
ART_00055-0,2
ART_00055-1,3
ART_00055-2,2
ART_00055-3,2
ART_00055-4,2
ART_00055-5,2
ART_00055-6,2
ART_00055-7,2
ART_00055-8,2
ART_00055-9,4
ART_00055-10,3
ART_00055-11,3
ART_00055-12,4
ART_00056-0,3
ART_00056-1,3
ART_00056-2,2
ART_00056-3,2
ART_00056-4,0
ART_00056-5,1
ART_00056-6,2
ART_00056-7,0
ART_00056-8,3
ART_00056-9,4
ART_00057-0,0
ART_00057-1,3
ART_00057-2,2
ART_00057-3,2
ART_00057-4,2
ART_00057-5,2
ART_00057-6,0
ART_00057-7,2
ART_00057-8,2
ART_00057-9,4
ART_00057-10,3
ART_00057-11,4
ART_00058-0,3
ART_00058-1,2
ART_00058-2,2
ART_00058-3,0
ART_00058-4,2
ART_00058-5,4
ART_00058-6,4
ART_00058-7,3
ART_00059-0,3
ART_00059-1,2
ART_00059-2,0
ART_00059-3,1
ART_00059-4,2
ART_00059-5,4
ART_00060-0,4
ART_00060-1,3
ART_00060-2,3
ART_00060-3,0
ART_00060-4,4
ART_00060-5,0
ART_00060-6,0
ART_00060-7,0
ART_00060-8,4
ART_00060-9,3
ART_00060-10,4
ART_00060-11,4
ART_00060-12,3
ART_00061-0,0
ART_00061-1,1
ART_00061-2,4
ART_00061-3,3
ART_00061-4,4
ART_00061-5,4
ART_00062-0,3
ART_00062-1,4
ART_00062-2,2
ART_00062-3,0
ART_00062-4,0
ART_00062-5,0
ART_00062-6,2
ART_00063-0,2
ART_00063-1,0
ART_00063-2,2
ART_00063-3,4
ART_00063-4,3
ART_00064-0,2
ART_00064-1,0
ART_00064-2,2
ART_00064-3,2
ART_00065-0,3
ART_00065-1,0
ART_00065-2,0
ART_00065-3,2
ART_00065-4,3
ART_00066-0,2
ART_00066-1,2
ART_00066-2,0
ART_00066-3,2
ART_00067-0,4
ART_00067-1,3
ART_00067-2,4
ART_00067-3,4
ART_00067-4,4
ART_00067-5,3
ART_00067-6,1
ART_00067-7,0
ART_00067-8,2
ART_00067-9,0
ART_00067-10,2
ART_00067-11,2
ART_00067-12,3
ART_00067-13,4
ART_00068-0,3
ART_00068-1,0
ART_00068-2,3
ART_00069-0,4
ART_00069-1,0
ART_00070-0,3
ART_00070-1,1
ART_00070-2,4
ART_00070-3,0
ART_00070-4,3
ART_00071-0,2
ART_00071-1,2
ART_00071-2,2
ART_00071-3,0
ART_00072-0,4
ART_00072-1,4
ART_00072-2,1
ART_00072-3,3
ART_00072-4,4
ART_00072-5,0
ART_00072-6,2
ART_00072-7,3
ART_00072-8,2
ART_00072-9,2
ART_00072-10,4
ART_00072-11,3
ART_00072-12,4
ART_00072-13,4
ART_00073-0,2
ART_00073-1,0
ART_00073-2,3
ART_00074-0,2
ART_00074-1,2
ART_00074-2,0
ART_00074-3,0
ART_00074-4,0
ART_00075-0,4
ART_00075-1,2
ART_00075-2,2
ART_00075-3,2
ART_00075-4,2
ART_00075-5,2
ART_00075-6,2
ART_00076-0,3
ART_00076-1,1
ART_00076-2,0
ART_00076-3,2
ART_00076-4,3
ART_00077-0,1
ART_00077-1,4
ART_00077-2,0
ART_00077-3,2
ART_00077-4,0
ART_00077-5,0
ART_00077-6,2
ART_00077-7,4
ART_00077-8,3
ART_00077-9,3
ART_00077-10,4
ART_00078-0,0
ART_00078-1,0
ART_00078-2,2
ART_00078-3,2
ART_00079-0,3
ART_00079-1,2
ART_00079-2,1
ART_00080-0,4
ART_00080-1,3
ART_00080-2,3
ART_00080-3,0
ART_00080-4,2
ART_00080-5,0
ART_00080-6,3
ART_00081-0,4
ART_00081-1,4
ART_00081-2,1
ART_00081-3,2
ART_00081-4,0
ART_00081-5,0
ART_00082-0,4
ART_00082-1,4
ART_00082-2,3
ART_00082-3,4
ART_00082-4,1
ART_00082-5,1
ART_00082-6,4
ART_00082-7,4
ART_00083-0,4
ART_00083-1,3
ART_00083-2,1
ART_00083-3,2
ART_00083-4,0
ART_00083-5,0
ART_00083-6,4
ART_00084-0,4
ART_00084-1,4
ART_00084-2,4
ART_00084-3,1
ART_00084-4,4
ART_00084-5,4
ART_00084-6,4
ART_00084-7,2
ART_00084-8,1
ART_00084-9,0
ART_00084-10,0
ART_00084-11,4
ART_00085-0,4
ART_00085-1,4
ART_00085-2,1
ART_00085-3,1
ART_00085-4,0
ART_00085-5,0
ART_00085-6,3
ART_00085-7,4
ART_00086-0,4
ART_00086-1,3
ART_00086-2,4
ART_00086-3,4
ART_00086-4,3
ART_00086-5,4
ART_00086-6,4
ART_00086-7,4
ART_00086-8,1
ART_00086-9,3
ART_00086-10,4
ART_00086-11,2
ART_00086-12,1
ART_00086-13,0
ART_00086-14,0
ART_00086-15,4
ART_00087-0,4
ART_00087-1,4
ART_00087-2,1
ART_00087-3,1
ART_00087-4,3
ART_00087-5,4
ART_00087-6,0
ART_00087-7,2
ART_00087-8,2
ART_00087-9,0
ART_00088-0,4
ART_00088-1,4
ART_00088-2,4
ART_00088-3,3
ART_00088-4,1
ART_00088-5,4
ART_00088-6,2
ART_00088-7,2
ART_00088-8,0
ART_00088-9,4
ART_00089-0,1
ART_00089-1,2
ART_00089-2,0
ART_00089-3,0
ART_00090-0,4
ART_00090-1,1
ART_00090-2,2
ART_00090-3,2
ART_00090-4,4
ART_00091-0,4
ART_00091-1,1
ART_00091-2,2
ART_00091-3,2
ART_00091-4,1
ART_00091-5,0
ART_00091-6,0
ART_00091-7,4
ART_00092-0,4
ART_00092-1,1
ART_00092-2,2
ART_00092-3,2
ART_00092-4,4
ART_00093-0,4
ART_00093-1,1
ART_00093-2,2
ART_00093-3,1
ART_00093-4,0
ART_00093-5,4
ART_00094-0,4
ART_00094-1,4
ART_00094-2,1
ART_00094-3,2
ART_00094-4,0
ART_00094-5,4
ART_00094-6,3
ART_00095-0,1
ART_00095-1,4
ART_00095-2,4
ART_00095-3,1
ART_00095-4,0
ART_00095-5,0
ART_00095-6,4
ART_00096-0,1
ART_00096-1,2
ART_00096-2,0
ART_00096-3,0
ART_00096-4,4
ART_00096-5,3
ART_00097-0,4
ART_00097-1,4
ART_00097-2,1
ART_00097-3,2
ART_00097-4,2
ART_00097-5,1
ART_00097-6,0
ART_00097-7,0
ART_00097-8,4
ART_00097-9,4
ART_00098-0,1
ART_00098-1,2
ART_00099-0,1
ART_00099-1,2
ART_00099-2,0
ART_00100-0,1
ART_00100-1,2
ART_00100-2,0
ART_00100-3,3
ART_00100-4,4
ART_00101-0,3
ART_00101-1,1
ART_00101-2,0
ART_00101-3,0
ART_00101-4,2
ART_00101-5,3
ART_00101-6,3
ART_00101-7,3
ART_00101-8,3
ART_00102-0,3
ART_00102-1,1
ART_00102-2,2
ART_00102-3,2
ART_00102-4,2
ART_00102-5,4
ART_00102-6,3
ART_00102-7,3
ART_00102-8,3
ART_00103-0,1
ART_00103-1,2
ART_00103-2,0
ART_00103-3,0
ART_00103-4,3
ART_00104-0,4
ART_00104-1,1
ART_00104-2,2
ART_00104-3,0
ART_00104-4,0
ART_00105-0,1
ART_00105-1,3
ART_00105-2,2
ART_00105-3,0
ART_00105-4,4
ART_00106-0,1
ART_00106-1,2
ART_00106-2,0
ART_00106-3,0
ART_00107-0,3
ART_00107-1,1
ART_00107-2,2
ART_00107-3,0
ART_00107-4,4
ART_00108-0,1
ART_00108-1,2
ART_00109-0,1
ART_00109-1,3
ART_00109-2,2
ART_00109-3,0
ART_00109-4,0
ART_00110-0,1
ART_00110-1,2
ART_00110-2,0
ART_00110-3,0
ART_00110-4,3
ART_00111-0,3
ART_00111-1,1
ART_00111-2,2
ART_00111-3,0
ART_00111-4,0
ART_00111-5,4
ART_00112-0,4
ART_00112-1,3
ART_00112-2,1
ART_00112-3,2
ART_00112-4,0
ART_00112-5,0
ART_00113-0,4
ART_00113-1,1
ART_00113-2,2
ART_00113-3,0
ART_00114-0,4
ART_00114-1,4
ART_00114-2,3
ART_00114-3,1
ART_00114-4,3
ART_00114-5,0
ART_00114-6,3
ART_00114-7,4
ART_00115-0,1
ART_00115-1,2
ART_00115-2,0
ART_00115-3,0
ART_00116-0,4
ART_00116-1,1
ART_00116-2,2
ART_00116-3,2
ART_00116-4,4
ART_00117-0,1
ART_00117-1,0
ART_00117-2,2
ART_00117-3,0
ART_00117-4,0
ART_00118-0,3
ART_00118-1,1
ART_00118-2,2
ART_00118-3,0
ART_00118-4,0
ART_00118-5,2
ART_00118-6,4
ART_00119-0,3
ART_00119-1,1
ART_00119-2,3
ART_00119-3,2
ART_00119-4,0
ART_00119-5,0
ART_00120-0,1
ART_00120-1,2
ART_00120-2,0
ART_00120-3,0
ART_00120-4,3
ART_00121-0,4
ART_00121-1,1
ART_00121-2,2
ART_00121-3,0
ART_00121-4,4
ART_00122-0,3
ART_00122-1,1
ART_00122-2,2
ART_00122-3,0
ART_00122-4,3
ART_00123-0,1
ART_00123-1,4
ART_00123-2,2
ART_00123-3,0
ART_00123-4,0
ART_00124-0,1
ART_00124-1,2
ART_00124-2,0
ART_00124-3,0
ART_00125-0,1
ART_00125-1,2
ART_00125-2,0
ART_00125-3,3
ART_00126-0,4
ART_00126-1,1
ART_00126-2,2
ART_00126-3,0
ART_00126-4,0
ART_00127-0,1
ART_00127-1,2
ART_00127-2,0
ART_00127-3,0
ART_00128-0,1
ART_00128-1,2
ART_00128-2,0
ART_00128-3,0
ART_00129-0,4
ART_00129-1,4
ART_00129-2,1
ART_00129-3,2
ART_00129-4,0
ART_00129-5,2
ART_00129-6,3
ART_00129-7,4
ART_00130-0,4
ART_00130-1,1
ART_00130-2,2
ART_00130-3,0
ART_00130-4,0
ART_00131-0,1
ART_00131-1,0
ART_00131-2,0
ART_00132-0,1
ART_00132-1,2
ART_00132-2,0
ART_00132-3,0
ART_00133-0,4
ART_00133-1,1
ART_00133-2,2
ART_00133-3,0
ART_00134-0,3
ART_00134-1,2
ART_00134-2,0
ART_00135-0,1
ART_00135-1,1
ART_00135-2,0
ART_00136-0,1
ART_00136-1,2
ART_00136-2,0
ART_00136-3,2
ART_00137-0,1
ART_00137-1,2
ART_00137-2,0
ART_00138-0,1
ART_00138-1,2
ART_00138-2,0
ART_00138-3,0
ART_00139-0,1
ART_00139-1,2
ART_00139-2,3
ART_00139-3,3
ART_00140-0,1
ART_00140-1,2
ART_00140-2,0
ART_00140-3,3
ART_00141-0,1
ART_00141-1,2
ART_00141-2,0
ART_00141-3,0
ART_00142-0,1
ART_00142-1,2
ART_00142-2,0
ART_00142-3,0
ART_00142-4,0
ART_00142-5,3
ART_00143-0,3
ART_00143-1,1
ART_00143-2,2
ART_00143-3,0
ART_00143-4,0
ART_00143-5,3
ART_00144-0,4
ART_00144-1,1
ART_00144-2,0
ART_00144-3,2
ART_00144-4,0
ART_00144-5,0
ART_00144-6,3
ART_00144-7,3
ART_00144-8,4
ART_00144-9,4
ART_00145-0,3
ART_00145-1,1
ART_00145-2,2
ART_00145-3,0
ART_00145-4,0
ART_00145-5,4
ART_00146-0,4
ART_00146-1,4
ART_00146-2,1
ART_00146-3,2
ART_00146-4,0
ART_00146-5,0
ART_00146-6,3
ART_00147-0,1
ART_00147-1,2
ART_00147-2,0
ART_00147-3,0
ART_00148-0,1
ART_00148-1,2
ART_00148-2,0
ART_00148-3,0
ART_00148-4,0
ART_00149-0,3
ART_00149-1,1
ART_00149-2,2
ART_00149-3,2
ART_00149-4,0
ART_00149-5,0
ART_00150-0,1
ART_00150-1,2
ART_00151-0,1
ART_00151-1,2
ART_00152-0,1
ART_00152-1,2
ART_00152-2,3
ART_00153-0,4
ART_00153-1,1
ART_00153-2,2
ART_00154-0,1
ART_00154-1,2
ART_00154-2,3
ART_00155-0,1
ART_00155-1,2
ART_00155-2,2
ART_00155-3,3
ART_00156-0,3
ART_00156-1,1
ART_00156-2,2
ART_00156-3,3
ART_00157-0,3
ART_00157-1,4
ART_00157-2,1
ART_00157-3,1
ART_00158-0,2
ART_00158-1,2
ART_00159-0,2
ART_00159-1,2
ART_00160-0,4
ART_00160-1,3
ART_00160-2,4
ART_00160-3,1
ART_00160-4,2
ART_00160-5,3
ART_00161-0,3
ART_00161-1,1
ART_00161-2,2
ART_00162-0,2
ART_00162-1,2
ART_00163-0,4
ART_00163-1,3
ART_00163-2,1
ART_00163-3,2
ART_00163-4,3
ART_00164-0,1
ART_00164-1,2
ART_00164-2,0
ART_00164-3,0
ART_00164-4,4
ART_00165-0,3
ART_00165-1,4
ART_00165-2,1
ART_00165-3,4
ART_00165-4,2
ART_00165-5,4
ART_00165-6,4
ART_00166-0,3
ART_00166-1,1
ART_00166-2,1
ART_00166-3,0
ART_00166-4,3
ART_00166-5,3
ART_00166-6,3
ART_00167-0,1
ART_00167-1,4
ART_00167-2,4
ART_00167-3,2
ART_00168-0,4
ART_00168-1,4
ART_00168-2,4
ART_00168-3,4
ART_00168-4,1
ART_00168-5,1
ART_00168-6,4
ART_00168-7,0
ART_00168-8,0
ART_00168-9,4
ART_00168-10,4
ART_00168-11,4
ART_00168-12,4
ART_00169-0,4
ART_00169-1,3
ART_00169-2,4
ART_00169-3,1
ART_00169-4,4
ART_00169-5,4
ART_00169-6,4
ART_00169-7,2
ART_00169-8,2
ART_00169-9,4
ART_00169-10,2
ART_00169-11,2
ART_00169-12,2
ART_00169-13,2
ART_00169-14,2
ART_00169-15,2
ART_00169-16,2
ART_00169-17,2
ART_00169-18,4
ART_00169-19,4
ART_00169-20,4
ART_00169-21,4
ART_00169-22,4
ART_00170-0,4
ART_00170-1,1
ART_00170-2,1
ART_00170-3,4
ART_00171-0,4
ART_00171-1,4
ART_00171-2,1
ART_00171-3,1
ART_00171-4,4
ART_00171-5,4
ART_00171-6,4
ART_00171-7,0
ART_00171-8,4
ART_00171-9,4
ART_00171-10,4
ART_00172-0,4
ART_00172-1,4
ART_00172-2,1
ART_00172-3,1
ART_00172-4,4
ART_00172-5,2
ART_00172-6,2
ART_00172-7,2
ART_00172-8,4
ART_00172-9,4
ART_00172-10,4
ART_00172-11,4
ART_00172-12,4
ART_00172-13,4
ART_00172-14,4
ART_00173-0,4
ART_00173-1,1
ART_00173-2,2
ART_00173-3,2
ART_00173-4,4
ART_00173-5,3
ART_00174-0,1
ART_00174-1,4
ART_00174-2,4
ART_00174-3,4
ART_00174-4,4
